data,produto,categoria,quantidade_produzida,quantidade_vendida,quantidade_descartada,motivo_descarte
05/06/2025,Bolo Red Velvet,Bolos,40,27,13,Qualidade
05/06/2025,Brigadeiro,Doces,31,29,2,Qualidade
05/06/2025,Brigadeiro Gourmet,Doces,26,23,3,
05/06/2025,Trufa de Maracujá,Doces,37,31,6,Validade
05/06/2025,Trufa de Morango,Doces,20,16,4,Qualidade
05/06/2025,Coxinha,Salgados,35,26,9,Excedente
06/06/2025,Bolo de Chocolate,Bolos,30,21,9,Excedente
06/06/2025,Bolo de Cenoura,Bolos,32,24,8,Validade
06/06/2025,Bolo Red Velvet,Bolos,14,11,3,
06/06/2025,Brigadeiro,Doces,18,12,6,
06/06/2025,Brigadeiro Gourmet,Doces,17,16,1,
06/06/2025,Trufa de Maracujá,Doces,36,34,2,Excedente
06/06/2025,Trufa de Morango,Doces,27,17,10,Validade
06/06/2025,Coxinha,Salgados,11,8,3,Validade
09/06/2025,Bolo de Chocolate,Bolos,40,29,11,Qualidade
09/06/2025,Bolo de Cenoura,Bolos,32,26,6,Qualidade
09/06/2025,Bolo Red Velvet,Bolos,36,29,7,Qualidade
09/06/2025,Brigadeiro,Doces,10,9,1,
09/06/2025,Brigadeiro Gourmet,Doces,25,22,3,Qualidade
09/06/2025,Trufa de Maracujá,Doces,31,24,7,
09/06/2025,Trufa de Morango,Doces,24,22,2,Validade
09/06/2025,Coxinha,Salgados,10,9,1,Validade
10/06/2025,Bolo de Chocolate,Bolos,26,26,0,
10/06/2025,Bolo de Cenoura,Bolos,38,26,12,Excedente
10/06/2025,Bolo Red Velvet,Bolos,40,25,15,Qualidade
10/06/2025,Brigadeiro,Doces,30,23,7,Validade
10/06/2025,Brigadeiro Gourmet,Doces,32,30,2,Qualidade
10/06/2025,Trufa de Maracujá,Doces,16,10,6,Excedente
10/06/2025,Trufa de Morango,Doces,24,23,1,Qualidade
10/06/2025,Coxinha,Salgados,11,10,1,Qualidade
11/06/2025,Bolo de Chocolate,Bolos,31,21,10,
11/06/2025,Bolo de Cenoura,Bolos,22,14,8,
11/06/2025,Bolo Red Velvet,Bolos,30,20,10,Validade
11/06/2025,Brigadeiro,Doces,12,10,2,Qualidade
11/06/2025,Brigadeiro Gourmet,Doces,28,28,0,
11/06/2025,Trufa de Maracujá,Doces,40,34,6,Validade
11/06/2025,Trufa de Morango,Doces,31,20,11,
11/06/2025,Coxinha,Salgados,30,24,6,Validade
12/06/2025,Bolo de Chocolate,Bolos,38,35,3,
12/06/2025,Bolo de Cenoura,Bolos,34,21,13,Validade
12/06/2025,Bolo Red Velvet,Bolos,37,22,15,Excedente
12/06/2025,Brigadeiro,Doces,10,7,3,Validade
12/06/2025,Brigadeiro Gourmet,Doces,33,28,5,Qualidade
12/06/2025,Trufa de Maracujá,Doces,31,28,3,
12/06/2025,Trufa de Morango,Doces,22,20,2,Qualidade
12/06/2025,Coxinha,Salgados,34,26,8,Validade
13/06/2025,Bolo de Chocolate,Bolos,34,28,6,
13/06/2025,Bolo de Cenoura,Bolos,17,13,4,Qualidade
13/06/2025,Bolo Red Velvet,Bolos,36,32,4,Validade
13/06/2025,Brigadeiro,Doces,22,19,3,
13/06/2025,Brigadeiro Gourmet,Doces,30,25,5,
13/06/2025,Trufa de Maracujá,Doces,10,8,2,Excedente
13/06/2025,Trufa de Morango,Doces,10,10,0,
13/06/2025,Coxinha,Salgados,30,18,12,Validade
16/06/2025,Bolo de Chocolate,Bolos,20,12,8,Validade
16/06/2025,Bolo de Cenoura,Bolos,27,19,8,Validade
16/06/2025,Bolo Red Velvet,Bolos,23,23,0,
16/06/2025,Brigadeiro,Doces,29,19,10,Excedente
16/06/2025,Brigadeiro Gourmet,Doces,11,11,0,
16/06/2025,Trufa de Maracujá,Doces,32,28,4,Validade
16/06/2025,Trufa de Morango,Doces,21,17,4,
16/06/2025,Coxinha,Salgados,39,32,7,Excedente
17/06/2025,Bolo de Chocolate,Bolos,35,22,13,Excedente
17/06/2025,Bolo de Cenoura,Bolos,34,21,13,Qualidade
17/06/2025,Bolo Red Velvet,Bolos,18,13,5,
17/06/2025,Brigadeiro,Doces,12,10,2,Validade
17/06/2025,Brigadeiro Gourmet,Doces,21,12,9,Qualidade
17/06/2025,Trufa de Maracujá,Doces,29,27,2,Validade
17/06/2025,Trufa de Morango,Doces,24,20,4,Validade
17/06/2025,Coxinha,Salgados,28,17,11,Validade
18/06/2025,Bolo de Chocolate,Bolos,33,33,0,
18/06/2025,Bolo de Cenoura,Bolos,38,31,7,Qualidade
18/06/2025,Bolo Red Velvet,Bolos,23,20,3,Excedente
18/06/2025,Brigadeiro,Doces,29,17,12,Qualidade
18/06/2025,Brigadeiro Gourmet,Doces,14,14,0,
18/06/2025,Trufa de Maracujá,Doces,40,26,14,
18/06/2025,Trufa de Morango,Doces,24,18,6,Validade
18/06/2025,Coxinha,Salgados,13,13,0,
19/06/2025,Bolo de Chocolate,Bolos,25,21,4,
19/06/2025,Bolo de Cenoura,Bolos,20,17,3,Validade
19/06/2025,Bolo Red Velvet,Bolos,32,29,3,Validade
19/06/2025,Brigadeiro,Doces,18,13,5,
19/06/2025,Brigadeiro Gourmet,Doces,20,15,5,Validade
19/06/2025,Trufa de Maracujá,Doces,20,19,1,Excedente
19/06/2025,Trufa de Morango,Doces,30,28,2,Qualidade
19/06/2025,Coxinha,Salgados,38,27,11,Excedente
20/06/2025,Bolo de Chocolate,Bolos,11,11,0,
20/06/2025,Bolo de Cenoura,Bolos,27,19,8,
20/06/2025,Bolo Red Velvet,Bolos,11,7,4,Validade
20/06/2025,Brigadeiro,Doces,16,15,1,
20/06/2025,Brigadeiro Gourmet,Doces,19,19,0,
20/06/2025,Trufa de Maracujá,Doces,23,20,3,Excedente
20/06/2025,Trufa de Morango,Doces,38,34,4,
20/06/2025,Coxinha,Salgados,40,35,5,Qualidade
23/06/2025,Bolo de Chocolate,Bolos,34,32,2,Excedente
23/06/2025,Bolo de Cenoura,Bolos,40,26,14,Excedente
23/06/2025,Bolo Red Velvet,Bolos,17,14,3,
23/06/2025,Brigadeiro,Doces,19,14,5,Qualidade
23/06/2025,Brigadeiro Gourmet,Doces,25,15,10,Validade
23/06/2025,Trufa de Maracujá,Doces,15,9,6,
23/06/2025,Trufa de Morango,Doces,27,16,11,Validade
23/06/2025,Coxinha,Salgados,16,16,0,
24/06/2025,Bolo de Chocolate,Bolos,27,17,10,Validade
24/06/2025,Bolo de Cenoura,Bolos,13,7,6,Qualidade
24/06/2025,Bolo Red Velvet,Bolos,30,20,10,Validade
24/06/2025,Brigadeiro,Doces,26,17,9,Qualidade
24/06/2025,Brigadeiro Gourmet,Doces,18,11,7,
24/06/2025,Trufa de Maracujá,Doces,10,10,0,
24/06/2025,Trufa de Morango,Doces,31,27,4,Validade
24/06/2025,Coxinha,Salgados,28,23,5,Excedente
25/06/2025,Bolo de Chocolate,Bolos,25,23,2,Excedente
25/06/2025,Bolo de Cenoura,Bolos,13,10,3,
25/06/2025,Bolo Red Velvet,Bolos,12,11,1,Validade
25/06/2025,Brigadeiro,Doces,25,21,4,Excedente
25/06/2025,Brigadeiro Gourmet,Doces,19,15,4,Validade
25/06/2025,Trufa de Maracujá,Doces,18,13,5,Excedente
25/06/2025,Trufa de Morango,Doces,33,29,4,
25/06/2025,Coxinha,Salgados,32,20,12,
26/06/2025,Bolo de Chocolate,Bolos,40,28,12,Qualidade
26/06/2025,Bolo de Cenoura,Bolos,32,21,11,
26/06/2025,Bolo Red Velvet,Bolos,32,32,0,
26/06/2025,Brigadeiro,Doces,38,36,2,Qualidade
26/06/2025,Brigadeiro Gourmet,Doces,23,14,9,Validade
26/06/2025,Trufa de Maracujá,Doces,20,16,4,Validade
26/06/2025,Trufa de Morango,Doces,15,14,1,
26/06/2025,Coxinha,Salgados,10,7,3,Excedente
27/06/2025,Bolo de Chocolate,Bolos,37,35,2,Excedente
27/06/2025,Bolo de Cenoura,Bolos,33,24,9,Qualidade
27/06/2025,Bolo Red Velvet,Bolos,38,24,14,Excedente
27/06/2025,Brigadeiro,Doces,22,21,1,
27/06/2025,Brigadeiro Gourmet,Doces,38,30,8,Qualidade
27/06/2025,Trufa de Maracujá,Doces,37,28,9,
27/06/2025,Trufa de Morango,Doces,18,15,3,Qualidade
27/06/2025,Coxinha,Salgados,38,24,14,Validade
30/06/2025,Bolo de Chocolate,Bolos,15,10,5,Excedente
30/06/2025,Bolo de Cenoura,Bolos,27,23,4,
30/06/2025,Bolo Red Velvet,Bolos,12,12,0,
30/06/2025,Brigadeiro,Doces,19,15,4,Excedente
30/06/2025,Brigadeiro Gourmet,Doces,17,13,4,
30/06/2025,Trufa de Maracujá,Doces,38,29,9,
30/06/2025,Trufa de Morango,Doces,34,30,4,Validade
30/06/2025,Coxinha,Salgados,29,17,12,Excedente
01/07/2025,Bolo de Chocolate,Bolos,24,19,5,Qualidade
01/07/2025,Bolo de Cenoura,Bolos,34,31,3,
01/07/2025,Bolo Red Velvet,Bolos,29,21,8,
01/07/2025,Brigadeiro,Doces,22,16,6,Validade
01/07/2025,Brigadeiro Gourmet,Doces,26,26,0,
01/07/2025,Trufa de Maracujá,Doces,16,13,3,Qualidade
01/07/2025,Trufa de Morango,Doces,32,28,4,Validade
01/07/2025,Coxinha,Salgados,10,7,3,Excedente
02/07/2025,Bolo de Chocolate,Bolos,39,28,11,
02/07/2025,Bolo de Cenoura,Bolos,27,21,6,Qualidade
02/07/2025,Bolo Red Velvet,Bolos,37,28,9,Excedente
02/07/2025,Brigadeiro,Doces,22,14,8,Excedente
02/07/2025,Brigadeiro Gourmet,Doces,12,8,4,Validade
02/07/2025,Trufa de Maracujá,Doces,34,33,1,
02/07/2025,Trufa de Morango,Doces,25,21,4,Validade
02/07/2025,Coxinha,Salgados,36,34,2,Validade
03/07/2025,Bolo de Chocolate,Bolos,12,7,5,
03/07/2025,Bolo de Cenoura,Bolos,40,37,3,Excedente
03/07/2025,Bolo Red Velvet,Bolos,26,24,2,
03/07/2025,Brigadeiro,Doces,26,25,1,Qualidade
03/07/2025,Brigadeiro Gourmet,Doces,32,23,9,Qualidade
03/07/2025,Trufa de Maracujá,Doces,33,24,9,
03/07/2025,Trufa de Morango,Doces,21,20,1,Qualidade
03/07/2025,Coxinha,Salgados,34,29,5,Qualidade
04/07/2025,Bolo de Chocolate,Bolos,27,21,6,Excedente
04/07/2025,Bolo de Cenoura,Bolos,32,29,3,Validade
04/07/2025,Bolo Red Velvet,Bolos,30,28,2,Excedente
04/07/2025,Brigadeiro,Doces,33,23,10,Excedente
04/07/2025,Brigadeiro Gourmet,Doces,10,7,3,
04/07/2025,Trufa de Maracujá,Doces,16,12,4,Excedente
04/07/2025,Trufa de Morango,Doces,22,19,3,Validade
04/07/2025,Coxinha,Salgados,26,16,10,Excedente
07/07/2025,Bolo de Chocolate,Bolos,19,19,0,
07/07/2025,Bolo de Cenoura,Bolos,22,13,9,Qualidade
07/07/2025,Bolo Red Velvet,Bolos,29,28,1,
07/07/2025,Brigadeiro,Doces,35,26,9,Qualidade
07/07/2025,Brigadeiro Gourmet,Doces,15,14,1,Qualidade
07/07/2025,Trufa de Maracujá,Doces,37,24,13,Excedente
07/07/2025,Trufa de Morango,Doces,31,21,10,Validade
07/07/2025,Coxinha,Salgados,25,15,10,
08/07/2025,Bolo de Chocolate,Bolos,38,25,13,Validade
08/07/2025,Bolo de Cenoura,Bolos,35,25,10,
08/07/2025,Bolo Red Velvet,Bolos,26,21,5,Validade
08/07/2025,Brigadeiro,Doces,12,9,3,Validade
08/07/2025,Brigadeiro Gourmet,Doces,26,26,0,
08/07/2025,Trufa de Maracujá,Doces,34,30,4,Qualidade
08/07/2025,Trufa de Morango,Doces,39,30,9,Excedente
08/07/2025,Coxinha,Salgados,35,26,9,Validade
09/07/2025,Bolo de Chocolate,Bolos,15,13,2,Qualidade
09/07/2025,Bolo de Cenoura,Bolos,29,27,2,Excedente
09/07/2025,Bolo Red Velvet,Bolos,21,16,5,Validade
09/07/2025,Brigadeiro,Doces,26,18,8,Qualidade
09/07/2025,Brigadeiro Gourmet,Doces,34,27,7,Validade
09/07/2025,Trufa de Maracujá,Doces,19,18,1,Excedente
09/07/2025,Trufa de Morango,Doces,14,10,4,Validade
09/07/2025,Coxinha,Salgados,24,18,6,Qualidade
10/07/2025,Bolo de Chocolate,Bolos,26,17,9,Validade
10/07/2025,Bolo de Cenoura,Bolos,36,27,9,Excedente
10/07/2025,Bolo Red Velvet,Bolos,36,22,14,Validade
10/07/2025,Brigadeiro,Doces,24,22,2,
10/07/2025,Brigadeiro Gourmet,Doces,24,21,3,Excedente
10/07/2025,Trufa de Maracujá,Doces,20,12,8,Validade
10/07/2025,Trufa de Morango,Doces,34,25,9,Qualidade
10/07/2025,Coxinha,Salgados,33,24,9,
11/07/2025,Bolo de Chocolate,Bolos,35,35,0,
11/07/2025,Bolo de Cenoura,Bolos,37,34,3,Validade
11/07/2025,Bolo Red Velvet,Bolos,30,21,9,
11/07/2025,Brigadeiro,Doces,37,36,1,Qualidade
11/07/2025,Brigadeiro Gourmet,Doces,16,15,1,Validade
11/07/2025,Trufa de Maracujá,Doces,18,12,6,Excedente
11/07/2025,Trufa de Morango,Doces,25,19,6,Validade
11/07/2025,Coxinha,Salgados,21,13,8,
14/07/2025,Bolo de Chocolate,Bolos,33,22,11,Qualidade
14/07/2025,Bolo de Cenoura,Bolos,29,22,7,
14/07/2025,Bolo Red Velvet,Bolos,23,14,9,Excedente
14/07/2025,Brigadeiro,Doces,26,26,0,
14/07/2025,Brigadeiro Gourmet,Doces,15,14,1,Excedente
14/07/2025,Trufa de Maracujá,Doces,30,21,9,
14/07/2025,Trufa de Morango,Doces,19,19,0,
14/07/2025,Coxinha,Salgados,20,13,7,
15/07/2025,Bolo de Chocolate,Bolos,26,17,9,
15/07/2025,Bolo de Cenoura,Bolos,31,23,8,
15/07/2025,Bolo Red Velvet,Bolos,25,18,7,Validade
15/07/2025,Brigadeiro,Doces,34,26,8,Validade
15/07/2025,Brigadeiro Gourmet,Doces,18,16,2,Validade
15/07/2025,Trufa de Maracujá,Doces,12,10,2,Excedente
15/07/2025,Trufa de Morango,Doces,34,21,13,
15/07/2025,Coxinha,Salgados,19,11,8,Validade
16/07/2025,Bolo de Chocolate,Bolos,11,11,0,
16/07/2025,Bolo de Cenoura,Bolos,28,18,10,Excedente
16/07/2025,Bolo Red Velvet,Bolos,23,23,0,
16/07/2025,Brigadeiro,Doces,26,18,8,Excedente
16/07/2025,Brigadeiro Gourmet,Doces,39,36,3,Qualidade
16/07/2025,Trufa de Maracujá,Doces,24,22,2,Qualidade
16/07/2025,Trufa de Morango,Doces,30,30,0,
16/07/2025,Coxinha,Salgados,40,39,1,
17/07/2025,Bolo de Chocolate,Bolos,25,21,4,Excedente
17/07/2025,Bolo de Cenoura,Bolos,18,10,8,Qualidade
17/07/2025,Bolo Red Velvet,Bolos,17,14,3,
17/07/2025,Brigadeiro,Doces,34,21,13,Excedente
17/07/2025,Brigadeiro Gourmet,Doces,21,13,8,Qualidade
17/07/2025,Trufa de Maracujá,Doces,24,18,6,Validade
17/07/2025,Trufa de Morango,Doces,34,22,12,Qualidade
17/07/2025,Coxinha,Salgados,23,18,5,
18/07/2025,Bolo de Chocolate,Bolos,40,34,6,Qualidade
18/07/2025,Bolo de Cenoura,Bolos,28,19,9,
18/07/2025,Bolo Red Velvet,Bolos,25,20,5,
18/07/2025,Brigadeiro,Doces,15,12,3,Excedente
18/07/2025,Brigadeiro Gourmet,Doces,34,24,10,Excedente
18/07/2025,Trufa de Maracujá,Doces,31,31,0,
18/07/2025,Trufa de Morango,Doces,18,10,8,Qualidade
18/07/2025,Coxinha,Salgados,34,24,10,Qualidade
21/07/2025,Bolo de Chocolate,Bolos,29,24,5,Excedente
21/07/2025,Bolo de Cenoura,Bolos,29,22,7,Excedente
21/07/2025,Bolo Red Velvet,Bolos,17,16,1,Excedente
21/07/2025,Brigadeiro,Doces,30,20,10,Qualidade
21/07/2025,Brigadeiro Gourmet,Doces,31,18,13,Excedente
21/07/2025,Trufa de Maracujá,Doces,24,14,10,Excedente
21/07/2025,Trufa de Morango,Doces,18,14,4,
21/07/2025,Coxinha,Salgados,37,34,3,Excedente
22/07/2025,Bolo de Chocolate,Bolos,26,26,0,
22/07/2025,Bolo de Cenoura,Bolos,32,22,10,Validade
22/07/2025,Bolo Red Velvet,Bolos,12,11,1,
22/07/2025,Brigadeiro,Doces,22,22,0,
22/07/2025,Brigadeiro Gourmet,Doces,15,15,0,
22/07/2025,Trufa de Maracujá,Doces,24,14,10,Excedente
22/07/2025,Trufa de Morango,Doces,37,29,8,Excedente
22/07/2025,Coxinha,Salgados,38,26,12,
23/07/2025,Bolo de Chocolate,Bolos,12,9,3,Qualidade
23/07/2025,Bolo de Cenoura,Bolos,18,14,4,Qualidade
23/07/2025,Bolo Red Velvet,Bolos,10,7,3,
23/07/2025,Brigadeiro,Doces,38,29,9,Excedente
23/07/2025,Brigadeiro Gourmet,Doces,19,15,4,Qualidade
23/07/2025,Trufa de Maracujá,Doces,35,25,10,Validade
23/07/2025,Trufa de Morango,Doces,14,12,2,Excedente
23/07/2025,Coxinha,Salgados,36,21,15,Excedente
24/07/2025,Bolo de Chocolate,Bolos,32,25,7,
24/07/2025,Bolo de Cenoura,Bolos,32,30,2,Validade
24/07/2025,Bolo Red Velvet,Bolos,27,27,0,
24/07/2025,Brigadeiro,Doces,24,20,4,Qualidade
24/07/2025,Brigadeiro Gourmet,Doces,38,30,8,Qualidade
24/07/2025,Trufa de Maracujá,Doces,25,17,8,Excedente
24/07/2025,Trufa de Morango,Doces,24,21,3,Validade
24/07/2025,Coxinha,Salgados,13,9,4,
25/07/2025,Bolo de Chocolate,Bolos,27,23,4,Qualidade
25/07/2025,Bolo de Cenoura,Bolos,25,23,2,Validade
25/07/2025,Bolo Red Velvet,Bolos,20,18,2,Validade
25/07/2025,Brigadeiro,Doces,36,33,3,Qualidade
25/07/2025,Brigadeiro Gourmet,Doces,12,12,0,
25/07/2025,Trufa de Maracujá,Doces,25,18,7,
25/07/2025,Trufa de Morango,Doces,39,38,1,Validade
25/07/2025,Coxinha,Salgados,17,17,0,
28/07/2025,Bolo de Chocolate,Bolos,16,10,6,Excedente
28/07/2025,Bolo de Cenoura,Bolos,10,7,3,Validade
28/07/2025,Bolo Red Velvet,Bolos,28,27,1,Validade
28/07/2025,Brigadeiro,Doces,22,19,3,
28/07/2025,Brigadeiro Gourmet,Doces,37,25,12,
28/07/2025,Trufa de Maracujá,Doces,15,11,4,
28/07/2025,Trufa de Morango,Doces,29,28,1,
28/07/2025,Coxinha,Salgados,25,21,4,Qualidade
29/07/2025,Bolo de Chocolate,Bolos,39,25,14,Qualidade
29/07/2025,Bolo de Cenoura,Bolos,15,11,4,
29/07/2025,Bolo Red Velvet,Bolos,28,26,2,Qualidade
29/07/2025,Brigadeiro,Doces,14,10,4,
29/07/2025,Brigadeiro Gourmet,Doces,22,21,1,
29/07/2025,Trufa de Maracujá,Doces,24,14,10,
29/07/2025,Trufa de Morango,Doces,13,10,3,
29/07/2025,Coxinha,Salgados,12,12,0,
30/07/2025,Bolo de Chocolate,Bolos,18,18,0,
30/07/2025,Bolo de Cenoura,Bolos,31,27,4,Excedente
30/07/2025,Bolo Red Velvet,Bolos,24,23,1,Qualidade
30/07/2025,Brigadeiro,Doces,20,19,1,Excedente
30/07/2025,Brigadeiro Gourmet,Doces,32,21,11,Qualidade
30/07/2025,Trufa de Maracujá,Doces,40,34,6,Qualidade
30/07/2025,Trufa de Morango,Doces,29,25,4,Validade
30/07/2025,Coxinha,Salgados,10,10,0,
31/07/2025,Bolo de Chocolate,Bolos,16,13,3,Validade
31/07/2025,Bolo de Cenoura,Bolos,17,17,0,
31/07/2025,Bolo Red Velvet,Bolos,17,14,3,Excedente
31/07/2025,Brigadeiro,Doces,18,12,6,Excedente
31/07/2025,Brigadeiro Gourmet,Doces,25,16,9,Validade
31/07/2025,Trufa de Maracujá,Doces,21,17,4,Qualidade
31/07/2025,Trufa de Morango,Doces,37,27,10,Validade
31/07/2025,Coxinha,Salgados,27,17,10,Excedente
